,appTitle,userName,date,score,Category,date_ex,processed_text,wordcount,stopword,lemmatizer,stemmer,bigrams,bow,tag,future,present_simple,present_con,past
214,TurboTax Tax Return App – Max Refund Guaranteed,Alvin Michael,"March 17, 2019",1,FINANCE,2019-04-14,Hidden that require essentially starting from scratch to opt out of  When I was finally ready to file I had over 140  worth of that were not disclosed up to that point ,32.0,"['hidden', 'require', 'essentially', 'starting', 'scratch', 'opt', 'finally', 'ready', 'file', '140', 'worth', 'disclosed', 'point']","['hidden', 'that', 'require', 'essentially', 'starting', 'from', 'scratch', 'to', 'opt', 'out', 'of', 'when', 'i', 'wa', 'finally', 'ready', 'to', 'file', 'i', 'had', 'over', '140', 'worth', 'of', 'that', 'were', 'not', 'disclosed', 'up', 'to', 'that', 'point']",hidden that requir essenti start from scratch to opt out of when i wa final readi to file i had over 140 worth of that were not disclos up to that point,"[('hidden', 'that'), ('that', 'require'), ('require', 'essentially'), ('essentially', 'starting'), ('starting', 'from'), ('from', 'scratch'), ('scratch', 'to'), ('to', 'opt'), ('opt', 'out'), ('out', 'of'), ('of', 'when'), ('when', 'i'), ('i', 'was'), ('was', 'finally'), ('finally', 'ready'), ('ready', 'to'), ('to', 'file'), ('file', 'i'), ('i', 'had'), ('had', 'over'), ('over', '140'), ('140', 'worth'), ('worth', 'of'), ('of', 'that'), ('that', 'were'), ('were', 'not'), ('not', 'disclosed'), ('disclosed', 'up'), ('up', 'to'), ('to', 'that'), ('that', 'point')]",Hidden that require essentially starting from scratch to opt out of  When I was finally ready to file I had over 140  worth of that were not disclosed up to that point ,"['NNP', 'WDT', 'VBP', 'RB', 'VBG', 'IN', 'NN', 'TO', 'VB', 'IN', 'IN', 'WRB', 'PRP', 'VBD', 'RB', 'JJ', 'TO', 'VB', 'PRP', 'VBD', 'IN', 'CD', 'NN', 'IN', 'DT', 'VBD', 'RB', 'VBN', 'RP', 'TO', 'DT', 'NN']",0,2,0,4
215,Family Locator - GPS Tracker,Chris Goodman,"March 1, 2019",5,LIFESTYLE,2019-03-13,incredibly easy to use and a wonderful tool for keeping track of and family ,14.0,"['incredibly', 'easy', 'use', 'wonderful', 'tool', 'keeping', 'track', 'family']","['incredibly', 'easy', 'to', 'use', 'and', 'a', 'wonderful', 'tool', 'for', 'keeping', 'track', 'of', 'and', 'family']",incred easi to use and a wonder tool for keep track of and famili,"[('incredibly', 'easy'), ('easy', 'to'), ('to', 'use'), ('use', 'and'), ('and', 'a'), ('a', 'wonderful'), ('wonderful', 'tool'), ('tool', 'for'), ('for', 'keeping'), ('keeping', 'track'), ('track', 'of'), ('of', 'and'), ('and', 'family')]",incredibly easy to use and a wonderful tool for keeping track of and family ,"['RB', 'JJ', 'TO', 'VB', 'CC', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'NN', 'IN', 'CC', 'NN']",0,1,0,0
216,,Gregory Donohue,"April 16, 2019",5,HEALTH_AND_FITNESS,2019-05-01,Much than Jenny,3.0,"['much', 'jenny']","['much', 'than', 'jenny']",much than jenni,"[('much', 'than'), ('than', 'jenny')]",Much than Jenny,"['JJ', 'IN', 'NNP']",0,0,0,0
217,Ball Mayhem!,A Google User,"February 24, 2019",5,GAME_ACTION,2019-04-14,is the best game ever,5.0,"['best', 'game', 'ever']","['is', 'the', 'best', 'game', 'ever']",is the best game ever,"[('is', 'the'), ('the', 'best'), ('best', 'game'), ('game', 'ever')]",is the best game ever,"['VBZ', 'DT', 'JJS', 'NN', 'RB']",0,1,0,0
218,,Anta Naziri,"April 27, 2019",1,GAME_ACTION,2019-05-01,i like hell,3.0,"['like', 'hell']","['i', 'like', 'hell']",i like hell,"[('i', 'like'), ('like', 'hell')]",i like hell,"['NNS', 'VBP', 'NN']",0,1,0,0
219,,solmari vanderpool,"May 1, 2019",5,FINANCE,2019-05-01,great to use and keep track of credit score ,9.0,"['great', 'use', 'keep', 'track', 'credit', 'score']","['great', 'to', 'use', 'and', 'keep', 'track', 'of', 'credit', 'score']",great to use and keep track of credit score,"[('great', 'to'), ('to', 'use'), ('use', 'and'), ('and', 'keep'), ('keep', 'track'), ('track', 'of'), ('of', 'credit'), ('credit', 'score')]",great to use and keep track of credit score ,"['JJ', 'TO', 'VB', 'CC', 'VB', 'NN', 'IN', 'NN', 'NN']",0,0,0,0
220,Amazon Alexa,A Google User,"January 13, 2019",5,MUSIC_AND_AUDIO,2019-04-01,I love it,3.0,['love'],"['i', 'love', 'it']",i love it,"[('i', 'love'), ('love', 'it')]",I love it,"['PRP', 'VBP', 'PRP']",0,1,0,0
221,The PCH App,Glenn Mitchell,"March 7, 2019",3,LIFESTYLE,2019-03-13,it works well enough  without any data  but I  never won cash with  ever in my lifetime of any game  Too many pesky for my liking  Free game  mostly a fast way to rack up fast   are usually  too  shame  it could have more interesting content than medication ,48.0,"['works', 'well', 'enough', 'without', 'data', 'never', 'cash', 'ever', 'lifetime', 'game', 'many', 'pesky', 'liking', 'free', 'game', 'mostly', 'fast', 'way', 'rack', 'fast', 'usually', 'shame', 'could', 'interesting', 'content', 'medication']","['it', 'work', 'well', 'enough', 'without', 'any', 'data', 'but', 'i', 'never', 'won', 'cash', 'with', 'ever', 'in', 'my', 'lifetime', 'of', 'any', 'game', 'too', 'many', 'pesky', 'for', 'my', 'liking', 'free', 'game', 'mostly', 'a', 'fast', 'way', 'to', 'rack', 'up', 'fast', 'are', 'usually', 'too', 'shame', 'it', 'could', 'have', 'more', 'interesting', 'content', 'than', 'medication']",it work well enough without ani data but i never won cash with ever in my lifetim of ani game too mani peski for my like free game mostli a fast way to rack up fast are usual too shame it could have more interest content than medic,"[('it', 'works'), ('works', 'well'), ('well', 'enough'), ('enough', 'without'), ('without', 'any'), ('any', 'data'), ('data', 'but'), ('but', 'i'), ('i', 'never'), ('never', 'won'), ('won', 'cash'), ('cash', 'with'), ('with', 'ever'), ('ever', 'in'), ('in', 'my'), ('my', 'lifetime'), ('lifetime', 'of'), ('of', 'any'), ('any', 'game'), ('game', 'too'), ('too', 'many'), ('many', 'pesky'), ('pesky', 'for'), ('for', 'my'), ('my', 'liking'), ('liking', 'free'), ('free', 'game'), ('game', 'mostly'), ('mostly', 'a'), ('a', 'fast'), ('fast', 'way'), ('way', 'to'), ('to', 'rack'), ('rack', 'up'), ('up', 'fast'), ('fast', 'are'), ('are', 'usually'), ('usually', 'too'), ('too', 'shame'), ('shame', 'it'), ('it', 'could'), ('could', 'have'), ('have', 'more'), ('more', 'interesting'), ('interesting', 'content'), ('content', 'than'), ('than', 'medication')]",it works well enough  without any data  but I  never won cash with  ever in my lifetime of any game  Too many pesky for my liking  Free game  mostly a fast way to rack up fast   are usually  too  shame  it could have more interesting content than medication ,"['PRP', 'VBZ', 'RB', 'RB', 'IN', 'DT', 'NNS', 'CC', 'PRP', 'RB', 'VBD', 'NN', 'IN', 'RB', 'IN', 'PRP$', 'NN', 'IN', 'DT', 'NN', 'NNP', 'JJ', 'NN', 'IN', 'PRP$', 'JJ', 'JJ', 'NN', 'RB', 'DT', 'JJ', 'NN', 'TO', 'VB', 'RP', 'NNS', 'VBP', 'RB', 'RB', 'JJ', 'PRP', 'MD', 'VB', 'RBR', 'JJ', 'NN', 'IN', 'NN']",1,2,0,1
222,Photomath,Malaika Peters,"March 3, 2019",5,EDUCATION,2019-03-08,literally the most helpful and useful math ever ,8.0,"['literally', 'helpful', 'useful', 'math', 'ever']","['literally', 'the', 'most', 'helpful', 'and', 'useful', 'math', 'ever']",liter the most help and use math ever,"[('literally', 'the'), ('the', 'most'), ('most', 'helpful'), ('helpful', 'and'), ('and', 'useful'), ('useful', 'math'), ('math', 'ever')]",literally the most helpful and useful math ever ,"['RB', 'DT', 'RBS', 'JJ', 'CC', 'JJ', 'NN', 'RB']",0,0,0,0
223,Zelle,A Google User,"February 22, 2018",1,FINANCE,2019-04-07,It  s the worst  Whether you use it your bank or from the which after trying for 3 to set up on my phone I am still unable to and frankly gave up trying,34.0,"['worst', 'whether', 'use', 'bank', 'trying', '3', 'set', 'phone', 'still', 'unable', 'frankly', 'gave', 'trying']","['it', 's', 'the', 'worst', 'whether', 'you', 'use', 'it', 'your', 'bank', 'or', 'from', 'the', 'which', 'after', 'trying', 'for', '3', 'to', 'set', 'up', 'on', 'my', 'phone', 'i', 'am', 'still', 'unable', 'to', 'and', 'frankly', 'gave', 'up', 'trying']",it s the worst whether you use it your bank or from the which after tri for 3 to set up on my phone i am still unabl to and frankli gave up tri,"[('it', 's'), ('s', 'the'), ('the', 'worst'), ('worst', 'whether'), ('whether', 'you'), ('you', 'use'), ('use', 'it'), ('it', 'your'), ('your', 'bank'), ('bank', 'or'), ('or', 'from'), ('from', 'the'), ('the', 'which'), ('which', 'after'), ('after', 'trying'), ('trying', 'for'), ('for', '3'), ('3', 'to'), ('to', 'set'), ('set', 'up'), ('up', 'on'), ('on', 'my'), ('my', 'phone'), ('phone', 'i'), ('i', 'am'), ('am', 'still'), ('still', 'unable'), ('unable', 'to'), ('to', 'and'), ('and', 'frankly'), ('frankly', 'gave'), ('gave', 'up'), ('up', 'trying')]",It  s the worst  Whether you use it your bank or from the which after trying for 3 to set up on my phone I am still unable to and frankly gave up trying,"['PRP', 'VBD', 'DT', 'JJS', 'NNP', 'PRP', 'VBP', 'PRP', 'PRP$', 'NN', 'CC', 'IN', 'DT', 'WDT', 'IN', 'VBG', 'IN', 'CD', 'TO', 'VB', 'RP', 'IN', 'PRP$', 'NN', 'PRP', 'VBP', 'RB', 'JJ', 'TO', 'CC', 'RB', 'VBD', 'RP', 'VBG']",0,4,0,2
224,Credit Karma,A Google User,"March 28, 2019",5,FINANCE,2019-04-01,Credit karma is quick and to use and Credit Karma will have your BACK TO  and it you see your hard work pay off  thank you CREDIT KARMA   ,28.0,"['credit', 'karma', 'quick', 'use', 'credit', 'karma', 'back', 'see', 'hard', 'work', 'pay', 'thank', 'credit', 'karma']","['credit', 'karma', 'is', 'quick', 'and', 'to', 'use', 'and', 'credit', 'karma', 'will', 'have', 'your', 'back', 'to', 'and', 'it', 'you', 'see', 'your', 'hard', 'work', 'pay', 'off', 'thank', 'you', 'credit', 'karma']",credit karma is quick and to use and credit karma will have your back to and it you see your hard work pay off thank you credit karma,"[('credit', 'karma'), ('karma', 'is'), ('is', 'quick'), ('quick', 'and'), ('and', 'to'), ('to', 'use'), ('use', 'and'), ('and', 'credit'), ('credit', 'karma'), ('karma', 'will'), ('will', 'have'), ('have', 'your'), ('your', 'back'), ('back', 'to'), ('to', 'and'), ('and', 'it'), ('it', 'you'), ('you', 'see'), ('see', 'your'), ('your', 'hard'), ('hard', 'work'), ('work', 'pay'), ('pay', 'off'), ('off', 'thank'), ('thank', 'you'), ('you', 'credit'), ('credit', 'karma')]",Credit karma is quick and to use and Credit Karma will have your BACK TO  and it you see your hard work pay off  thank you CREDIT KARMA   ,"['NN', 'NN', 'VBZ', 'JJ', 'CC', 'TO', 'VB', 'CC', 'NNP', 'NNP', 'MD', 'VB', 'PRP$', 'NNP', 'NNP', 'CC', 'PRP', 'PRP', 'VBP', 'PRP$', 'JJ', 'NN', 'VB', 'RP', 'NN', 'PRP', 'NNP', 'NNP']",1,2,0,0
225,Lose Belly Fat in 30 Days - Flat Stomach,A Google User,"March 23, 2019",5,HEALTH_AND_FITNESS,2019-05-09,LOVE IT NO,3.0,['love'],"['love', 'it', 'no']",love it no,"[('love', 'it'), ('it', 'no')]",LOVE IT NO,"['VB', 'NNP', 'NNP']",0,0,0,0
226,"Calm - Meditate, Sleep, Relax",Rebecca Vega,"January 16, 2019",5,HEALTH_AND_FITNESS,2019-03-16,I put my favorite instrumental on loop  and it me sleep through the night  Thanks Calm team ,17.0,"['put', 'favorite', 'instrumental', 'loop', 'sleep', 'night', 'thanks', 'calm', 'team']","['i', 'put', 'my', 'favorite', 'instrumental', 'on', 'loop', 'and', 'it', 'me', 'sleep', 'through', 'the', 'night', 'thanks', 'calm', 'team']",i put my favorit instrument on loop and it me sleep through the night thank calm team,"[('i', 'put'), ('put', 'my'), ('my', 'favorite'), ('favorite', 'instrumental'), ('instrumental', 'on'), ('on', 'loop'), ('loop', 'and'), ('and', 'it'), ('it', 'me'), ('me', 'sleep'), ('sleep', 'through'), ('through', 'the'), ('the', 'night'), ('night', 'thanks'), ('thanks', 'calm'), ('calm', 'team')]",I put my favorite instrumental on loop  and it me sleep through the night  Thanks Calm team ,"['PRP', 'VBP', 'PRP$', 'JJ', 'NN', 'IN', 'NN', 'CC', 'PRP', 'PRP', 'VBZ', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'NN']",0,2,0,0
227,The PCH App,A Google User,"March 20, 2019",5,LIFESTYLE,2019-04-07,I really love the  I would be the happiest person in the world if I won ,16.0,"['really', 'love', 'would', 'happiest', 'person', 'world']","['i', 'really', 'love', 'the', 'i', 'would', 'be', 'the', 'happiest', 'person', 'in', 'the', 'world', 'if', 'i', 'won']",i realli love the i would be the happiest person in the world if i won,"[('i', 'really'), ('really', 'love'), ('love', 'the'), ('the', 'i'), ('i', 'would'), ('would', 'be'), ('be', 'the'), ('the', 'happiest'), ('happiest', 'person'), ('person', 'in'), ('in', 'the'), ('the', 'world'), ('world', 'if'), ('if', 'i'), ('i', 'won')]",I really love the  I would be the happiest person in the world if I won ,"['PRP', 'RB', 'VBP', 'DT', 'PRP', 'MD', 'VB', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NN', 'IN', 'PRP', 'VBD']",1,1,0,1
228,Toca Kitchen 2,A Google User,"February 26, 2019",1,FAMILY,2019-04-21,easy access for the most 911,6.0,"['easy', 'access', '911']","['easy', 'access', 'for', 'the', 'most', '911']",easi access for the most 911,"[('easy', 'access'), ('access', 'for'), ('for', 'the'), ('the', 'most'), ('most', '911')]",easy access for the most 911,"['JJ', 'NN', 'IN', 'DT', 'RBS', 'CD']",0,0,0,0
229,Duolingo: Learn Languages Free,Adam Sucher,"April 14, 2019",4,FAMILY,2019-04-14,send too many,3.0,"['send', 'many']","['send', 'too', 'many']",send too mani,"[('send', 'too'), ('too', 'many')]",send too many,"['VB', 'RB', 'JJ']",0,0,0,0
230,IRS2Go,A Google User,"January 24, 2017",5,FINANCE,2019-04-14,let  s try u out how about I  rate u after I get my refund  The faster u are the more you get   2017,24.0,"['let', 'try', 'u', 'rate', 'u', 'get', 'refund', 'faster', 'u', 'get', '2017']","['let', 's', 'try', 'u', 'out', 'how', 'about', 'i', 'rate', 'u', 'after', 'i', 'get', 'my', 'refund', 'the', 'faster', 'u', 'are', 'the', 'more', 'you', 'get', '2017']",let s tri u out how about i rate u after i get my refund the faster u are the more you get 2017,"[('let', 's'), ('s', 'try'), ('try', 'u'), ('u', 'out'), ('out', 'how'), ('how', 'about'), ('about', 'i'), ('i', 'rate'), ('rate', 'u'), ('u', 'after'), ('after', 'i'), ('i', 'get'), ('get', 'my'), ('my', 'refund'), ('refund', 'the'), ('the', 'faster'), ('faster', 'u'), ('u', 'are'), ('are', 'the'), ('the', 'more'), ('more', 'you'), ('you', 'get'), ('get', '2017')]",let  s try u out how about I  rate u after I get my refund  The faster u are the more you get   2017,"['VB', 'PRP', 'VB', 'PRP', 'RP', 'WRB', 'IN', 'PRP', 'NN', 'NN', 'IN', 'PRP', 'VBP', 'PRP$', 'NN', 'DT', 'JJR', 'NN', 'VBP', 'DT', 'RBR', 'PRP', 'VBP', 'CD']",0,3,0,0
231,Helix Jump,tacocatgirl 42,"March 31, 2019",5,GAME_ACTION,2019-04-01,this game is really fun and it kind of me when my day been stressful i can play this game and it me,23.0,"['game', 'really', 'fun', 'kind', 'day', 'stressful', 'play', 'game']","['this', 'game', 'is', 'really', 'fun', 'and', 'it', 'kind', 'of', 'me', 'when', 'my', 'day', 'been', 'stressful', 'i', 'can', 'play', 'this', 'game', 'and', 'it', 'me']",thi game is realli fun and it kind of me when my day been stress i can play thi game and it me,"[('this', 'game'), ('game', 'is'), ('is', 'really'), ('really', 'fun'), ('fun', 'and'), ('and', 'it'), ('it', 'kind'), ('kind', 'of'), ('of', 'me'), ('me', 'when'), ('when', 'my'), ('my', 'day'), ('day', 'been'), ('been', 'stressful'), ('stressful', 'i'), ('i', 'can'), ('can', 'play'), ('play', 'this'), ('this', 'game'), ('game', 'and'), ('and', 'it'), ('it', 'me')]",this game is really fun and it kind of me when my day been stressful i can play this game and it me,"['DT', 'NN', 'VBZ', 'RB', 'JJ', 'CC', 'PRP', 'NN', 'IN', 'PRP', 'WRB', 'PRP$', 'NN', 'VBN', 'JJ', 'NN', 'MD', 'VB', 'DT', 'NN', 'CC', 'PRP', 'PRP']",1,1,0,1
232,Ball Mayhem!,Joe Winner,"February 19, 2019",1,GAME_ACTION,2019-03-08,I it when the where one and done  now you have to win 5 to win a game its to long ,21.0,"['one', 'done', 'win', '5', 'win', 'game', 'long']","['i', 'it', 'when', 'the', 'where', 'one', 'and', 'done', 'now', 'you', 'have', 'to', 'win', '5', 'to', 'win', 'a', 'game', 'it', 'to', 'long']",i it when the where one and done now you have to win 5 to win a game it to long,"[('i', 'it'), ('it', 'when'), ('when', 'the'), ('the', 'where'), ('where', 'one'), ('one', 'and'), ('and', 'done'), ('done', 'now'), ('now', 'you'), ('you', 'have'), ('have', 'to'), ('to', 'win'), ('win', '5'), ('5', 'to'), ('to', 'win'), ('win', 'a'), ('a', 'game'), ('game', 'its'), ('its', 'to'), ('to', 'long')]",I it when the where one and done  now you have to win 5 to win a game its to long ,"['PRP', 'PRP', 'WRB', 'DT', 'WRB', 'NN', 'CC', 'VBN', 'RB', 'PRP', 'VBP', 'TO', 'VB', 'CD', 'TO', 'VB', 'DT', 'NN', 'PRP$', 'TO', 'VB']",0,1,0,1
233,Tubi - Free Movies & TV Shows,Sean Plowman,"April 4, 2019",5,ENTERTAINMENT,2019-04-14,Wonderful free  I  found lots of cool stuff ,8.0,"['wonderful', 'free', 'found', 'lots', 'cool', 'stuff']","['wonderful', 'free', 'i', 'found', 'lot', 'of', 'cool', 'stuff']",wonder free i found lot of cool stuff,"[('wonderful', 'free'), ('free', 'i'), ('i', 'found'), ('found', 'lots'), ('lots', 'of'), ('of', 'cool'), ('cool', 'stuff')]",Wonderful free  I  found lots of cool stuff ,"['JJ', 'JJ', 'PRP', 'VBD', 'NNS', 'IN', 'JJ', 'NN']",0,0,0,1
234,Free Music Player – Online & Offline MP3 Player,Ceyanna Dobbins,"January 22, 2019",2,MUSIC_AND_AUDIO,2019-04-01,every 30  its ridiculous,4.0,"['every', '30', 'ridiculous']","['every', '30', 'it', 'ridiculous']",everi 30 it ridicul,"[('every', '30'), ('30', 'its'), ('its', 'ridiculous')]",every 30  its ridiculous,"['DT', 'CD', 'PRP$', 'JJ']",0,0,0,0
235,Tag with Ryan,A Google User,"March 23, 2019",5,FAMILY,2019-04-21,this game is the best,5.0,"['game', 'best']","['this', 'game', 'is', 'the', 'best']",thi game is the best,"[('this', 'game'), ('game', 'is'), ('is', 'the'), ('the', 'best')]",this game is the best,"['DT', 'NN', 'VBZ', 'DT', 'JJS']",0,1,0,0
236,Duolingo: Learn Languages Free,A Google User,"April 15, 2019",5,EDUCATION,2019-04-21,It is a great  But sometimes it a long time to load ,12.0,"['great', 'sometimes', 'long', 'time', 'load']","['it', 'is', 'a', 'great', 'but', 'sometimes', 'it', 'a', 'long', 'time', 'to', 'load']",it is a great but sometim it a long time to load,"[('it', 'is'), ('is', 'a'), ('a', 'great'), ('great', 'but'), ('but', 'sometimes'), ('sometimes', 'it'), ('it', 'a'), ('a', 'long'), ('long', 'time'), ('time', 'to'), ('to', 'load')]",It is a great  But sometimes it a long time to load ,"['PRP', 'VBZ', 'DT', 'JJ', 'CC', 'VBZ', 'PRP', 'DT', 'JJ', 'NN', 'TO', 'VB']",0,2,0,0
237,Spotify - Music and Podcasts,Nitesh Singh,"March 24, 2019",5,MUSIC_AND_AUDIO,2019-03-24,excellent to use,3.0,"['excellent', 'use']","['excellent', 'to', 'use']",excel to use,"[('excellent', 'to'), ('to', 'use')]",excellent to use,"['NN', 'TO', 'VB']",0,0,0,0
238,Headspace: Meditation & Sleep,Sabelo Luthuli,"November 5, 2018",5,HEALTH_AND_FITNESS,2019-03-16,Very interesting indeed,3.0,"['interesting', 'indeed']","['very', 'interesting', 'indeed']",veri interest inde,"[('very', 'interesting'), ('interesting', 'indeed')]",Very interesting indeed,"['RB', 'JJ', 'RB']",0,0,0,0
239,"Notepad - Notes with Reminder, ToDo, Sticky notes",James Smith,"April 1, 2019",5,LIFESTYLE,2019-04-14,great very useful and easy to use,7.0,"['great', 'useful', 'easy', 'use']","['great', 'very', 'useful', 'and', 'easy', 'to', 'use']",great veri use and easi to use,"[('great', 'very'), ('very', 'useful'), ('useful', 'and'), ('and', 'easy'), ('easy', 'to'), ('to', 'use')]",great very useful and easy to use,"['JJ', 'RB', 'JJ', 'CC', 'JJ', 'TO', 'VB']",0,0,0,0
240,Amazon Prime Video,anvi poddar,"March 18, 2019",4,ENTERTAINMENT,2019-03-24,The prime original series are really good ,7.0,"['prime', 'original', 'series', 'really', 'good']","['the', 'prime', 'original', 'series', 'are', 'really', 'good']",the prime origin seri are realli good,"[('the', 'prime'), ('prime', 'original'), ('original', 'series'), ('series', 'are'), ('are', 'really'), ('really', 'good')]",The prime original series are really good ,"['DT', 'JJ', 'JJ', 'NN', 'VBP', 'RB', 'JJ']",0,1,0,0
241,Chase Mobile,Krzysztof B,"March 27, 2019",1,FINANCE,2019-04-07,Still can  t use it on my One  phone  Thank goodness for,12.0,"['still', 'use', 'one', 'phone', 'thank', 'goodness']","['still', 'can', 't', 'use', 'it', 'on', 'my', 'one', 'phone', 'thank', 'goodness', 'for']",still can t use it on my one phone thank good for,"[('still', 'can'), ('can', 't'), ('t', 'use'), ('use', 'it'), ('it', 'on'), ('on', 'my'), ('my', 'one'), ('one', 'phone'), ('phone', 'thank'), ('thank', 'goodness'), ('goodness', 'for')]",Still can  t use it on my One  phone  Thank goodness for,"['RB', 'MD', 'VB', 'VB', 'PRP', 'IN', 'PRP$', 'CD', 'NN', 'NNP', 'NN', 'IN']",1,0,0,0
242,"Hulu: Stream TV, Movies & more",Miles Prower,"January 28, 2019",5,ENTERTAINMENT,2019-04-01,Hulu is Awesome,3.0,"['hulu', 'awesome']","['hulu', 'is', 'awesome']",hulu is awesom,"[('hulu', 'is'), ('is', 'awesome')]",Hulu is Awesome,"['NNP', 'VBZ', 'NNP']",0,1,0,0
243,Spotify - Music and Podcasts,Avijit Maity,"March 24, 2019",5,MUSIC_AND_AUDIO,2019-03-24,I love this because it best music and the quality of music is best ,14.0,"['love', 'best', 'music', 'quality', 'music', 'best']","['i', 'love', 'this', 'because', 'it', 'best', 'music', 'and', 'the', 'quality', 'of', 'music', 'is', 'best']",i love thi becaus it best music and the qualiti of music is best,"[('i', 'love'), ('love', 'this'), ('this', 'because'), ('because', 'it'), ('it', 'best'), ('best', 'music'), ('music', 'and'), ('and', 'the'), ('the', 'quality'), ('quality', 'of'), ('of', 'music'), ('music', 'is'), ('is', 'best')]",I love this because it best music and the quality of music is best ,"['PRP', 'VBP', 'DT', 'IN', 'PRP', 'JJS', 'NN', 'CC', 'DT', 'NN', 'IN', 'NN', 'VBZ', 'RBS']",0,2,0,0
244,Roblox,Glenn SummerfieldJr.,"April 21, 2019",5,FAMILY,2019-04-21,i love the game  cause when I play the game I love them but I have a LOT of 1st I saw that there  s so many and I hate that but more and that broke my  A FUN GAME ,40.0,"['love', 'game', 'cause', 'play', 'game', 'love', 'lot', '1st', 'saw', 'many', 'hate', 'broke', 'fun', 'game']","['i', 'love', 'the', 'game', 'cause', 'when', 'i', 'play', 'the', 'game', 'i', 'love', 'them', 'but', 'i', 'have', 'a', 'lot', 'of', '1st', 'i', 'saw', 'that', 'there', 's', 'so', 'many', 'and', 'i', 'hate', 'that', 'but', 'more', 'and', 'that', 'broke', 'my', 'a', 'fun', 'game']",i love the game caus when i play the game i love them but i have a lot of 1st i saw that there s so mani and i hate that but more and that broke my a fun game,"[('i', 'love'), ('love', 'the'), ('the', 'game'), ('game', 'cause'), ('cause', 'when'), ('when', 'i'), ('i', 'play'), ('play', 'the'), ('the', 'game'), ('game', 'i'), ('i', 'love'), ('love', 'them'), ('them', 'but'), ('but', 'i'), ('i', 'have'), ('have', 'a'), ('a', 'lot'), ('lot', 'of'), ('of', '1st'), ('1st', 'i'), ('i', 'saw'), ('saw', 'that'), ('that', 'there'), ('there', 's'), ('s', 'so'), ('so', 'many'), ('many', 'and'), ('and', 'i'), ('i', 'hate'), ('hate', 'that'), ('that', 'but'), ('but', 'more'), ('more', 'and'), ('and', 'that'), ('that', 'broke'), ('broke', 'my'), ('my', 'a'), ('a', 'fun'), ('fun', 'game')]",i love the game  cause when I play the game I love them but I have a LOT of 1st I saw that there  s so many and I hate that but more and that broke my  A FUN GAME ,"['NN', 'VBP', 'DT', 'NN', 'NN', 'WRB', 'PRP', 'VBP', 'DT', 'NN', 'PRP', 'VBP', 'PRP', 'CC', 'PRP', 'VBP', 'DT', 'NNP', 'IN', 'CD', 'PRP', 'VBD', 'IN', 'EX', 'VBP', 'RB', 'JJ', 'CC', 'PRP', 'VBP', 'DT', 'CC', 'JJR', 'CC', 'IN', 'VBD', 'PRP$', 'NNP', 'NNP', 'NNP']",0,6,0,2
245,Remind: School Communication,Micca Curtis,"January 24, 2019",5,EDUCATION,2019-04-14,Good way to communicate with,5.0,"['good', 'way', 'communicate']","['good', 'way', 'to', 'communicate', 'with']",good way to commun with,"[('good', 'way'), ('way', 'to'), ('to', 'communicate'), ('communicate', 'with')]",Good way to communicate with,"['JJ', 'NN', 'TO', 'VB', 'IN']",0,0,0,0
246,"Hulu: Stream TV, Movies & more",Aurora Uplinks,"January 11, 2019",5,ENTERTAINMENT,2019-03-24,hulu is pretty good they have now too as well as film,12.0,"['hulu', 'pretty', 'good', 'well', 'film']","['hulu', 'is', 'pretty', 'good', 'they', 'have', 'now', 'too', 'a', 'well', 'a', 'film']",hulu is pretti good they have now too as well as film,"[('hulu', 'is'), ('is', 'pretty'), ('pretty', 'good'), ('good', 'they'), ('they', 'have'), ('have', 'now'), ('now', 'too'), ('too', 'as'), ('as', 'well'), ('well', 'as'), ('as', 'film')]",hulu is pretty good they have now too as well as film,"['NN', 'VBZ', 'RB', 'JJ', 'PRP', 'VBP', 'RB', 'RB', 'RB', 'RB', 'IN', 'NN']",0,2,0,0
247,,Sheldon Robinson,"April 25, 2019",5,FAMILY,2019-05-01,love learning new,3.0,"['love', 'learning', 'new']","['love', 'learning', 'new']",love learn new,"[('love', 'learning'), ('learning', 'new')]",love learning new,"['VB', 'VBG', 'JJ']",0,1,0,0
248,Tubi - Free Movies & TV Shows,johnus Evans,"March 17, 2019",5,ENTERTAINMENT,2019-03-24,very good lots of good,5.0,"['good', 'lots', 'good']","['very', 'good', 'lot', 'of', 'good']",veri good lot of good,"[('very', 'good'), ('good', 'lots'), ('lots', 'of'), ('of', 'good')]",very good lots of good,"['RB', 'JJ', 'NNS', 'IN', 'JJ']",0,0,0,0
249,,Erica Dawson,"April 2, 2019",5,FINANCE,2019-05-01,Banking made easy,3.0,"['banking', 'made', 'easy']","['banking', 'made', 'easy']",bank made easi,"[('banking', 'made'), ('made', 'easy')]",Banking made easy,"['VBG', 'VBN', 'JJ']",0,1,0,1
250,Tomb of the Mask,Ainsworth Brevett,"March 14, 2019",4,GAME_ACTION,2019-04-01,its pretty fun,3.0,"['pretty', 'fun']","['it', 'pretty', 'fun']",it pretti fun,"[('its', 'pretty'), ('pretty', 'fun')]",its pretty fun,"['PRP$', 'NN', 'NN']",0,0,0,0
